id,a,b,c
7630,0.78,5.8,x
7631,0.23,5.33,y
7632,0.73,5.65,z
7633,0.18,5.52,x
7634,0.88,5.05,z
7635,0.96,0.74,z
7636,0.36,5.47,z
7637,0.86,2.5,y
7638,0.76,4.34,y
7639,0.16,9.3,z
7640,0.53,7.36,y
7641,0.62,3.38,y
7642,0.01,4.67,y
7643,0.33,7.51,y
7644,0.85,2.31,z
7645,0.22,6.03,y
7646,0.18,-0.57,z
7647,0.9,4.2,y
7648,0.99,5.31,z
7649,0.66,5.85,z
7650,0.9,7.27,x
7651,0.77,6.32,y
7652,0.9,4.9,z
7653,0.19,4.44,z
7654,0.98,5.92,x
7655,0.9,4.99,y
7656,0.58,5.61,x
7657,0.88,7.66,z
7658,0.33,4.96,z
7659,0.88,3.1,y
7660,0.05,5.08,z
7661,0.09,6.78,y
7662,0.72,6.58,y
7663,0.3,4.22,x
7664,0.24,2.55,y
7665,0.55,6.76,y
7666,0.91,6.46,y
7667,0.18,2.97,y
7668,0.52,3.48,z
7669,0.48,6.83,y
7670,0.4,0.21,x
7671,0.92,3.28,y
7672,0.84,2.69,z
7673,0.33,7.15,y
7674,0.26,8.2,z
7675,0.14,6.95,y
7676,1,6.41,x
7677,0.64,6.11,y
7678,0.38,4.76,z
7679,0.43,3.11,z
7680,0.54,4.48,z
7681,0.5,3.62,z
7682,0.25,4.37,x
7683,0.88,0.58,x
7684,0.62,2.73,x
7685,0.54,7.47,x
7686,0.82,7.24,x
7687,0.54,3.89,y
7688,0.07,-0.15,x
7689,0.65,6.11,z
7690,0.49,4.05,y
7691,0.15,5.54,z
7692,0.73,6.96,y
7693,0.65,0.29,z
7694,0.15,5.52,x
7695,0.65,3.78,z
7696,0.87,1.79,x
7697,0.79,2.33,y
7698,0.4,2.3,y
7699,0.08,7.29,x
7700,0.85,4.51,y
7701,0.97,4.41,z
7702,0.69,4.57,z
7703,0.04,3.41,z
7704,0.58,2.62,y
7705,0.46,5.65,x
7706,0.87,2.25,z
7707,0.21,7.39,y
7708,0.36,6.82,x
7709,0.63,4.72,x
7710,0.96,10.78,y
7711,0.84,3.73,z
7712,0.21,6.43,x
7713,0.02,5.28,x
7714,0.92,6.2,z
7715,0.26,4.7,x
7716,0.14,5.03,y
7717,0.02,5.32,x
7718,0.72,6.87,z
7719,0.66,3.67,x
7720,0.92,2.64,y
7721,0.66,4.27,x
7722,0.34,5.56,z
7723,0.82,4.78,z
7724,0.52,9,y
7725,0.34,3.05,z
7726,0.15,4.5,x
7727,0.97,7.12,z
7728,0.85,8.71,x
7729,0.89,6.27,z
7730,0.79,6.65,z
7731,0.64,4.28,z
7732,0.25,6.01,z
7733,0.53,5.63,x
7734,0.59,5.09,z
7735,0.45,6.5,y
7736,0.97,8.12,x
7737,0.39,6.52,x
7738,0.48,7.04,z
7739,0.89,6.43,y
7740,0.16,3.99,y
7741,0.75,3.9,x
7742,0.83,1.77,z
7743,0.22,2.76,y
7744,0.58,4.39,y
7745,0.13,3.71,y
7746,0.15,-1,x
7747,0.13,1.44,y
7748,0.51,5.24,z
7749,0.1,4.7,z
7750,0.06,7.26,y
7751,0,4.49,y
7752,0.25,7.04,y
7753,0.41,4.42,y
7754,0.23,1.56,x
7755,0.25,4.93,z
7756,0.49,5.94,z
7757,0.3,2.14,y
7758,0,3.93,y
7759,0.93,-0.77,z
7760,0.76,5.37,y
7761,0.9,6.75,y
7762,0.64,5.14,x
7763,0.13,4.9,x
7764,0.13,10.28,z
7765,0.3,5.97,y
7766,0.48,3.1,x
7767,0.29,5.83,y
7768,0.4,2.82,z
7769,0.02,5.23,x
7770,0.11,8.25,x
7771,0.45,2.38,y
7772,0.46,1.67,y
7773,0.47,5.78,y
7774,0.95,4.31,y
7775,0.48,3.5,z
7776,0.1,5.62,y
7777,0.44,5.11,x
7778,0.77,5.77,z
7779,0.41,2.87,z
7780,0.69,4.22,y
7781,0.63,3.94,y
7782,0.02,5.62,x
7783,0.78,8.79,y
7784,0.08,5.05,z
7785,0.99,1.6,z
7786,0.82,5.33,z
7787,0.91,4.45,z
7788,0.23,8.48,y
7789,0.24,3.06,y
7790,0.11,1.62,y
7791,0.76,3.73,y
7792,0.95,4.24,y
7793,0.2,6.02,z
7794,0.35,4.65,y
7795,0.78,1.83,z
7796,0.6,1.41,y
7797,0.14,3.88,y
7798,0.42,6.43,y
7799,0.04,3.04,x
7800,0.85,2.01,x
7801,0.43,6.58,y
7802,0.6,4.65,x
7803,0.42,0.95,y
7804,0.54,4.45,x
7805,0.12,1.79,y
7806,0.8,5.66,y
7807,0.63,6.53,y
7808,0.81,5.76,x
7809,0.76,5.79,x
7810,0.63,5.54,y
7811,0.37,3.19,z
7812,0.86,5.21,y
7813,0.58,6.89,z
7814,0.73,8.78,z
7815,0.26,1.63,y
7816,0.69,4.14,y
7817,0.96,6.9,z
7818,0.32,5.02,y
7819,0.07,6.56,z
7820,0.82,4.8,y
7821,0.4,5.94,y
7822,0.34,8.03,z
7823,0.17,1.75,y
7824,0.2,2.6,y
7825,0.4,5.95,x
7826,0.52,5.23,x
7827,0.23,5.25,y
7828,0.51,10.67,z
7829,0.69,11.04,x
7830,0.29,4.45,z
7831,0.22,3.61,z
7832,0.26,6.42,x
7833,0.22,5.05,x
7834,0.29,6.33,x
7835,0.07,6.64,z
7836,0.15,4.7,z
7837,0.7,6.26,y
7838,0.46,4.23,z
7839,0.07,4,z
7840,0.08,4.41,z
7841,0.97,3.43,y
7842,0.08,4.99,y
7843,0.59,1.98,x
7844,0.07,4.04,x
7845,0.59,5.41,z
7846,0.51,5.51,z
7847,0.38,3.63,x
7848,0.54,2.92,y
7849,1,4.55,z
7850,0.45,4.11,x
7851,0.63,5.04,z
7852,0.34,7.32,x
7853,0.62,2.29,y
7854,0.99,2.57,z
7855,0.02,6.85,z
7856,0.16,4.33,x
7857,0.07,2.84,x
7858,0.82,4.83,y
7859,0.27,4.1,x
7860,0.46,4.02,y
7861,0.56,4.84,z
7862,0.38,4.62,z
7863,0.17,4.91,z
7864,0.08,6.95,x
7865,0.21,2.83,x
7866,0.44,7.05,z
7867,0.06,5.24,y
7868,0.74,4.57,x
7869,0.63,5.08,z
7870,0.08,5.3,z
7871,0.33,6.35,x
7872,0.19,6.99,y
7873,0.08,3.23,z
7874,0.55,3.22,x
7875,0.3,6.27,y
7876,0.82,5,z
7877,0.44,4.92,y
7878,0.25,3.91,z
7879,0.17,6.46,x
7880,0.45,7.75,z
7881,0.05,5.56,x
7882,0.55,1.92,x
7883,0.92,7.85,x
7884,0.42,3.84,z
7885,0.48,3.67,y
7886,0.81,8.39,z
7887,0.41,6.05,y
7888,0.74,6.1,y
7889,0.44,4.52,x
7890,0.59,6.8,x
7891,0.63,2.05,x
7892,0.66,5.51,x
7893,0.86,6.32,y
7894,0.4,4.51,x
7895,0.85,6.38,x
7896,0.81,6.85,y
7897,0.36,2.16,z
7898,0.71,6.01,z
7899,0.86,1.58,z
7900,0.57,5.02,x
7901,0.41,8.68,x
7902,0.93,6.54,x
7903,0.57,5.77,z
7904,0.65,5.52,z
7905,0.83,4.56,x
7906,0.35,4.66,x
7907,0.86,6.04,x
7908,0.32,3.55,y
7909,0.07,7.7,x
7910,0.44,5.99,z
7911,0.26,1.2,y
7912,0.43,7.4,x
7913,0.92,7.25,y
7914,0.57,6.24,y
7915,0.35,3.21,x
7916,0.8,1.33,x
7917,0.47,5.88,y
7918,0.65,5.08,y
7919,0.47,6.6,x
7920,0.77,4.49,x
7921,0.46,6.16,y
7922,0.39,5.35,y
7923,0.63,2.72,x
7924,0.48,1.36,z
7925,0.09,5.99,y
7926,0.8,4.7,z
7927,0.78,4.08,y
7928,0.11,3.24,x
7929,0.22,4.19,x
7930,0.85,3.58,z
7931,0.77,4.12,x
7932,0.06,2.69,x
7933,0.29,4.84,z
7934,0.34,1.92,y
7935,0.78,3.15,x
7936,0.84,3.52,y
7937,0.53,6.75,y
7938,0.83,4.13,x
7939,0.55,2.85,y
7940,0.54,1.99,z
7941,0.69,2.9,y
7942,0.02,2.37,x
7943,0.65,0.64,y
7944,0.09,3.89,y
7945,0.3,3.56,y
7946,0.64,5.53,y
7947,0.61,5.82,z
7948,0.5,5.49,z
7949,0.5,5.83,x
7950,0.15,3.29,y
7951,0.58,6,x
7952,0.05,3.05,x
7953,0.08,6.24,z
7954,0.19,5.38,y
7955,0.51,4.84,x
7956,0.81,3.25,y
7957,0.54,4.27,x
7958,0.16,4.32,x
7959,0.59,7.14,y
7960,0.45,3.22,x
7961,0.38,6.97,x
7962,0.72,6.07,z
7963,0.8,8.18,z
7964,0.01,5.12,y
7965,0.93,7.19,y
7966,0.61,4.31,y
7967,0.26,1.88,z
7968,0.52,7.02,x
7969,0.09,4.48,z
7970,0.03,5.83,y
7971,0.79,6.35,z
7972,0.21,5.04,x
7973,0.31,6.69,y
7974,0.31,3.61,x
7975,0.6,6.37,x
7976,0.25,2.69,y
7977,0.55,2.42,z
7978,0.29,8.39,z
7979,0.45,5.05,x
7980,0.46,5.51,z
7981,0.68,10.73,z
7982,0.8,7.66,x
7983,0.08,5.04,z
7984,0.45,6.69,x
7985,0.7,2.64,z
7986,0.28,5.13,y
7987,0.19,5.38,y
7988,0.75,6.7,x
7989,0.11,3.62,y
7990,0.84,-0.08,z
7991,0.74,3.24,x
7992,0.44,8.43,y
7993,0.37,4.77,y
7994,0.72,7.16,z
7995,0.71,4.12,x
7996,0.49,5.19,y
7997,0.55,8.66,y
7998,0.4,5.1,z
7999,0.94,4.63,x
8000,0.18,4.86,y
8001,0.79,5.96,y
8002,0.13,2.22,y
8003,0.13,5.92,x
8004,0.78,4.88,y
8005,0.42,7.05,x
8006,0.72,7.14,y
8007,0.15,0.34,z
8008,0.09,3.34,z
8009,0.21,5.09,y
8010,0.02,5.89,z
8011,0.6,3.34,x
8012,0.72,8.24,y
8013,0.54,6.59,x
8014,0.08,3.46,y
8015,0.1,1.58,y
8016,0.95,2.36,z
8017,0.39,4.61,z
8018,0.97,4.78,z
8019,0.72,4.2,y
8020,0.91,4.66,y
8021,0.83,9.13,z
8022,0.1,4.43,y
8023,0.1,1.23,z
8024,0.08,5.44,y
8025,0.42,6.33,z
8026,0.49,4.72,y
8027,0.58,6.38,z
8028,0.56,1.31,y
8029,0.63,5.14,y
8030,0.45,9.19,x
8031,0.88,9.45,z
8032,0.47,8.42,x
8033,0.05,3.85,x
8034,0.28,6.57,z
8035,0.88,6.75,z
8036,0.95,6.85,z
8037,0.1,5.68,z
8038,0.28,3.24,y
8039,0.98,6.39,z
8040,0.62,3.36,y
8041,0.04,3.7,z
8042,0.35,1.98,z
8043,0.51,6.67,y
8044,0.21,7.27,z
8045,0.37,4.14,y
8046,0.26,4.47,z
8047,0.89,4.51,y
8048,0.03,2.72,x
8049,0.39,4.97,x
8050,0.46,2.71,y
8051,0.25,5.44,y
8052,0.55,6.54,y
8053,0.65,4.96,z
8054,0.66,3.14,x
8055,0.88,5.4,y
8056,0.91,6.45,y
8057,0.35,2.71,y
8058,0.05,8.8,y
8059,0.17,6.98,z
8060,0.29,0.88,y
8061,0.28,5.69,y
8062,0.05,6.95,x
8063,0.65,6.92,z
8064,0.61,4.96,y
8065,0.65,5.6,y
8066,0.99,8.26,y
8067,0.34,4.33,z
8068,0.81,8.27,x
8069,0.56,5.67,z
8070,0.36,5.73,z
8071,0.51,6.72,x
8072,0.9,5.37,y
8073,0.91,0.99,z
8074,0.44,6.4,z
8075,0.96,8.1,x
8076,0.62,3.46,y
8077,0.43,5.83,y
8078,0.47,3.23,x
8079,0.55,5.15,y
8080,0.57,3.87,y
8081,0.54,6.14,y
8082,0.78,6.52,z
8083,0.28,4.28,x
8084,0.1,6.47,y
8085,0.26,4.73,z
8086,0.98,6.32,x
8087,0.21,3.33,y
8088,0.36,2.13,x
8089,0.68,3.25,x
8090,0.66,4.24,z
8091,0.01,4.31,y
8092,0.98,2.96,x
8093,0.85,3.52,x
8094,0.47,5.98,x
8095,0.49,5.05,y
8096,0.27,5.84,y
8097,0.69,4.3,y
8098,0.98,5.26,z
8099,0.43,5.44,y
8100,0.89,5.65,x
8101,0.58,3.86,x
8102,0.55,4.21,x
8103,0.02,-0.96,y
8104,0.32,5.94,y
8105,0.78,3.48,y
8106,0.48,5.18,z
8107,0.28,6.81,z
8108,0.42,7.41,x
8109,0.15,9.76,x
8110,0.15,6.6,z
8111,0.52,3.69,z
8112,0.07,5.1,x
8113,0.87,7.03,z
8114,0.78,5.53,z
8115,0,6.97,z
8116,0.76,7.1,y
8117,0.51,4.27,x
8118,0.15,4.42,x
8119,0.65,4.77,x
8120,0.07,2.33,y
8121,0.96,3.72,x
8122,0.49,2.62,z
8123,0.11,4.19,y
8124,0.83,4.19,x
8125,0.05,4.97,z
8126,0.26,5.09,x
8127,0.59,4.49,z
8128,0.26,3.72,y
8129,0.7,3.91,z
8130,0.15,7.34,y
8131,0.67,4.97,y
8132,0.78,4.49,y
8133,0.02,5.78,y
8134,0.89,3.63,x
8135,0.63,6.11,z
8136,0.89,8,x
8137,0.01,4.82,z
8138,0.24,10.39,z
8139,0.21,6.79,y
8140,0.3,6.32,z
8141,0.41,4.52,y
8142,0.54,7.17,z
8143,0.86,7.58,x
8144,0.85,5.68,y
8145,0.01,3.66,y
8146,0.7,4.72,y
8147,0.55,8.79,x
8148,0.3,2.47,z
8149,0.09,4.5,y
8150,0.74,6.72,y
8151,0.5,3.26,y
8152,0.63,5.76,z
8153,0.83,6.92,z
8154,0.7,6.8,y
8155,0.86,3.34,z
8156,0.07,5.97,z
8157,0.62,6.49,y
8158,0.98,3.05,z
8159,0.97,3.6,x
8160,0.57,4.12,x
8161,0.83,7.91,y
8162,0.17,4.17,x
8163,0.83,4.04,x
8164,0.68,5.6,y
8165,0.53,4.13,y
8166,0.82,8.61,z
8167,0.95,3.34,y
8168,0.25,2.8,y
8169,0.31,3.53,x
8170,0.58,4.97,x
8171,0.11,8.8,x
8172,0.13,5.45,y
8173,0.72,3.01,y
8174,0.63,7.61,z
8175,0.93,5.05,x
8176,0.47,4.03,y
8177,0.31,5.81,y
8178,0.82,6.08,x
8179,0.55,6.68,z
8180,0.23,2.76,x
8181,0.11,3.87,x
8182,0.8,6.86,y
8183,0.85,3.99,x
8184,0.34,-0.48,z
8185,0.13,4.55,x
8186,0.49,7.61,y
8187,0.86,3.92,x
8188,0.64,5.15,x
8189,0.32,4.55,y
8190,0.91,4.85,z
8191,0.18,5.15,z
8192,0.35,4.91,x
8193,0.66,5.76,y
8194,0.76,2.45,z
8195,0.27,4.16,z
8196,0.07,6.29,x
8197,0.36,6,y
8198,0.16,4.6,z
8199,0.05,7.3,y
8200,0.49,3.26,y
8201,0.34,5.46,z
8202,0.66,5.49,x
8203,0.04,10.73,y
8204,0.66,2.35,x
8205,0.94,4.14,z
8206,0.14,3.28,y
8207,0.88,4.97,y
8208,0.37,3.89,z
8209,0.58,4.28,x
8210,0.59,3.07,y
8211,0.59,5.41,z
8212,0.12,8.99,y
8213,0.78,4.33,y
8214,0.72,4.32,y
8215,0.95,3.87,y
8216,0.56,5.87,x
8217,0.89,7.69,z
8218,0.64,5.74,y
8219,0.02,5.6,z
8220,0.69,6.55,z
8221,0.12,5.35,y
8222,0.2,3.42,x
8223,0.5,2.16,y
8224,0.73,6.35,y
8225,0.1,5.06,x
8226,0.03,5.07,x
8227,0.92,3.31,x
8228,0.93,3.99,y
8229,0.82,8.09,x
8230,0,3.55,x
8231,0.35,3.92,x
8232,0.78,6.92,x
8233,0.51,4.25,z
8234,0.01,2.26,x
8235,0.81,3.31,z
8236,0.1,4.24,x
8237,0.87,1.53,z
8238,0.33,4.84,z
8239,0.5,5.4,z
8240,0.33,4.87,z
8241,0.5,3.08,y
8242,0.32,7.6,x
8243,0.38,5.6,y
8244,0.13,4.49,y
8245,0.13,5.4,y
8246,0.09,4.82,z
8247,0.45,4.78,x
8248,0.56,3.26,z
8249,0.27,2.7,z
8250,0.05,8.55,z
8251,0.68,5.85,y
8252,0.67,2.06,x
8253,0.6,3.35,y
8254,0.41,3.75,z
8255,0.15,3.23,z
8256,0.71,8.37,z
8257,0.6,3.85,x
8258,0.5,6.2,z
8259,0.59,3.8,z
8260,0.04,6.54,x
8261,0.35,1.72,x
8262,0.33,4.94,z
8263,0.44,3.59,z
8264,0.7,4.56,y
8265,0.72,4.37,z
8266,0.66,5.46,z
8267,0.86,5.4,z
8268,0.84,5.01,z
8269,0.33,4.24,y
8270,0.76,3.9,z
8271,0.93,5.71,z
8272,0.17,7.85,z
8273,0.25,0.56,x
8274,0.32,5.04,x
8275,0.05,5.2,y
8276,0.9,4.42,x
8277,0.16,6.07,x
8278,0.63,5.8,x
8279,0.07,5.24,z
8280,0.58,4.87,y
8281,0.93,2.03,y
8282,0.92,5.6,y
8283,0.9,7.72,x
8284,0.69,3.66,y
8285,0.93,3.57,y
8286,0.26,7.34,y
8287,0.33,7.46,y
8288,0.93,4.9,x
8289,0.2,5.75,y
8290,0.99,0.22,x
8291,0.26,2.33,x
8292,0.51,3.88,y
8293,0.89,6.9,y
8294,0.88,10.67,z
8295,0.73,5.25,x
8296,0.19,4.46,z
8297,0.09,0.21,z
8298,0.07,3.62,x
8299,0.52,4.3,z
8300,0.42,4.82,z
8301,0.07,5.05,x
8302,0.07,6.57,z
8303,0.71,3.26,y
8304,0.98,1.71,z
8305,0.37,4.05,y
8306,0.72,4.4,y
8307,0.72,2.85,z
8308,0.18,7.96,z
8309,0.59,3.38,x
8310,0.98,9.62,x
8311,0.42,8.05,z
8312,0.34,4.77,z
8313,0.31,2.59,z
8314,0.52,6.77,z
8315,0.44,6.17,y
8316,0.44,1.59,x
8317,0.05,10.16,x
8318,0.51,7.49,x
8319,0.99,1.3,y
8320,0.68,3.16,x
8321,0.9,3.66,x
8322,0.14,2.68,y
8323,0.1,6.28,x
8324,0.63,1.81,z
8325,0.69,2.01,y
8326,0.1,6.35,x
8327,0.51,4.38,x
8328,0.31,5.94,y
8329,0.06,5.33,z
8330,0.47,3.15,y
8331,0.37,3.68,y
8332,0.05,7.79,x
8333,0.25,5.2,z
8334,0.5,5.85,x
8335,0.75,1.86,x
8336,0.82,4.02,y
8337,0.07,5.1,x
8338,0.65,3.56,z
8339,0.76,6.94,z
8340,0.23,6.22,x
8341,0.59,5.87,y
8342,0.55,4.58,z
8343,0.35,7.95,z
8344,0.34,4.77,z
8345,0.48,4.92,x
8346,0.93,6.63,x
8347,0.01,7.32,z
8348,0.53,7.05,y
8349,0.04,8.61,y
8350,0.44,5.99,x
8351,0.35,5.87,z
8352,0.85,5.7,y
8353,0.2,5.82,y
8354,0.63,5.25,z
8355,0.29,4.56,x
8356,0.28,5.69,z
8357,0.42,6.28,y
8358,0.9,8.62,y
8359,0.44,2.95,y
8360,0.13,7.88,y
8361,0.73,6.34,y
8362,0.19,-0.06,z
8363,0.51,1.42,x
8364,0.31,5.81,x
8365,0.73,9.14,z
8366,0.59,7.12,z
8367,0.72,3.54,x
8368,0.47,2.63,z
8369,0.78,4.51,z
8370,0.64,4.11,z
8371,0.89,5.18,x
8372,0.75,3.4,y
8373,0.04,5.22,x
8374,0.38,4.87,y
8375,0.58,5.72,z
8376,0.98,4.07,x
8377,0.61,5.42,y
8378,0.01,7.5,x
8379,0.02,5.19,x
8380,0.11,5.41,x
8381,0.18,4.72,z
8382,0.78,5.32,y
8383,0.25,6.38,x
8384,0.56,4.96,y
8385,0.5,3.69,x
8386,0.6,5.21,z
8387,0.37,4.57,z
8388,0.68,7.32,y
8389,0.96,6.83,z
8390,0.31,3.42,x
8391,0.26,5.18,y
8392,0.27,5.18,z
8393,0.04,8.31,y
8394,0.51,0.06,x
8395,0.47,4.84,y
8396,0.07,6.79,y
8397,0.66,5.4,z
8398,0.66,6.81,x
8399,0.25,4.51,y
8400,0.1,2.72,y
8401,0.82,8.02,z
8402,0.07,3.37,y
8403,0.42,2.71,y
8404,0.85,4.23,x
8405,0.88,5.08,x
8406,0.01,6.53,y
8407,0.9,2.56,x
8408,0.05,5.59,z
8409,0.82,4.58,y
8410,0.64,2.84,x
8411,0.48,5.33,x
8412,0.51,1.85,z
8413,0.02,2.66,y
8414,0.44,3.9,y
8415,0.93,2.04,z
8416,0.79,6.49,x
8417,0.16,7.54,x
8418,0.28,3.84,x
8419,0.58,4.57,z
8420,0.72,3.87,z
8421,0.32,2.43,x
8422,0.17,5.19,z
8423,0.96,6.48,z
8424,0.97,4.29,x
8425,0.08,5.25,z
8426,0.89,3.12,z
8427,0.86,3.62,x
8428,0.86,3.04,y
8429,0.75,6.84,x
8430,0.74,7.11,z
8431,0.27,8.67,x
8432,0.9,7.3,x
8433,0.85,5.6,z
8434,0.73,4.44,x
8435,0.31,3.97,y
8436,0.75,3.11,z
8437,0.83,6.67,z
8438,0,4.29,z
8439,0.66,5.84,y
8440,0.27,6.53,x
8441,0.13,7.32,x
8442,0.84,4.87,x
8443,0.78,2.64,x
8444,0.44,6.14,x
8445,0.23,3.86,x
8446,0.51,3.74,x
8447,0.16,5.8,z
8448,0.7,3.23,x
8449,0.21,4.66,y
8450,0.47,7.53,y
8451,0.79,5.32,x
8452,0.24,5.96,y
8453,0.98,6.58,z
8454,0.14,4.95,y
8455,1,5.82,x
8456,0.01,5.43,z
8457,0.5,1.32,y
8458,0.43,5.89,z
8459,0.04,6.38,y
8460,0.69,2.76,z
8461,0.72,3.35,x
8462,0.28,6.58,z
8463,1,5.1,y
8464,0.71,8.66,y
8465,0.92,6.54,z
8466,0.78,5.95,z
8467,0.62,4.28,z
8468,0.66,6,y
8469,0.59,1.9,y
8470,0.01,4.48,z
8471,0.64,7.37,x
8472,0.42,6.34,z
8473,0.54,5.92,y
8474,0.6,4.18,x
8475,0.7,8.31,z
8476,0.54,6.05,y
8477,0.45,7.69,z
8478,0.74,1.1,y
8479,0.25,5.69,x
8480,0.43,5.44,x
8481,0.22,4.09,z
8482,0.73,3.72,y
8483,0.32,8.7,z
8484,0.22,6.6,x
8485,0.25,3.32,y
8486,0.75,4.34,y
8487,0.27,3.54,z
8488,0.49,4.76,z
8489,0.69,7.37,x
8490,0.42,5.01,y
8491,0.87,2.34,y
8492,0.99,2.97,z
8493,0.24,6.28,z
8494,0.25,6.11,y
8495,0.24,5.86,y
8496,0.99,5.45,z
8497,0.03,3.07,z
8498,0.69,6.53,x
8499,0.38,6.98,z
8500,0.58,6.75,y
8501,0.37,1.25,z
8502,0.69,4.09,z
8503,0.26,2.9,x
8504,0.08,9.23,z
8505,0.31,4.76,z
8506,0.97,7.16,x
8507,0.99,5.03,y
8508,0.99,0.75,z
8509,0.69,5.65,y
8510,0.45,6.45,z
8511,0.32,7.02,z
8512,0.17,7.72,y
8513,0.45,8.84,z
8514,0.13,5.11,z
8515,0.84,2.71,z
8516,0.25,3.56,x
8517,0.21,7.77,z
8518,0.25,4.83,y
8519,0.07,8.79,y
8520,0.63,3.44,y
8521,0.57,6.46,z
8522,0.34,3.13,y
8523,0.17,8.17,z
8524,0,4.54,z
8525,0.71,6.54,x
8526,0.15,4.43,z
8527,0.91,3.28,x
8528,0.34,2.43,x
8529,0.64,6.31,z
8530,0.82,4.6,z
8531,0.23,5.61,x
8532,0.25,3.7,z
8533,0.4,4.48,z
8534,0.13,6.47,z
8535,0.21,3.81,y
8536,0.9,4.03,z
8537,0.59,3.65,y
8538,0.83,6.09,x
8539,0.29,3.44,x
8540,0.08,7.56,z
8541,0.97,8.19,x
8542,0.56,5.5,x
8543,0.3,5.8,x
8544,0.02,2.17,x
8545,0.14,6.38,z
8546,0.81,4.31,x
8547,0.95,3.88,y
8548,0.02,8.19,z
8549,0.39,6.92,z
8550,0.22,6.42,y
8551,0.02,3.56,x
8552,0.77,5.73,x
8553,0.12,6.69,y
8554,0.92,5.05,y
8555,0.09,3.87,y
8556,0.67,5.67,x
8557,0.85,5.81,z
8558,0.77,6.26,x
8559,0.41,3.89,x
8560,0.24,7.52,y
8561,0.71,5.05,y
8562,0.62,6.67,x
8563,0.4,7.98,z
8564,0.79,2.98,z
8565,0.55,6.6,x
8566,0.29,4.13,x
8567,0.04,5.86,x
8568,0.59,7.68,x
8569,0.17,4.3,z
8570,0.12,7.74,x
8571,0.42,1.85,x
8572,0.63,8.77,y
8573,0.78,4.76,x
8574,0.18,2.69,x
8575,0.24,5.06,y
8576,0.54,5.48,z
8577,0.02,6.54,y
8578,0.36,7.31,y
8579,0.23,4.49,z
8580,0.19,3.01,z
8581,0.93,3.79,x
8582,0.96,6.24,z
8583,0.44,3.19,x
8584,0.58,4.6,x
8585,0.76,5.22,x
8586,0.93,6.19,z
8587,0.11,8.43,x
8588,0.43,4.34,y
8589,0.78,3.1,y
8590,0.2,5.16,z
8591,0.2,8.44,x
8592,0.33,6.22,y
8593,0.95,3.14,y
8594,0.53,6.64,z
8595,0.5,3.64,z
8596,0.99,3.12,x
8597,0.36,4.58,y
8598,0.39,1.88,z
8599,0.97,3.68,x
8600,0.88,6.37,z
8601,0.99,6.54,x
8602,0.34,5.11,y
8603,0.46,2.95,z
8604,0.84,8.92,z
8605,0.87,7.5,z
8606,0.17,4.1,y
8607,0.26,0.43,z
8608,0.78,6.12,z
8609,0.44,3.89,y
8610,0.53,2.91,x
8611,0.08,3.13,y
8612,0.17,4.28,y
8613,0.71,1.78,y
8614,0.84,5.21,x
8615,0.64,6.79,z
8616,0.41,3.15,y
8617,0.08,3.57,y
8618,0.6,6.54,y
8619,0.05,6.76,x
8620,0.07,5.05,x
8621,0.37,2.17,x
8622,0.94,4.12,z
8623,0.5,5.52,y
8624,0.94,1.99,z
8625,0.2,5.74,z
8626,0.49,5.43,z
8627,0.98,10.01,z
8628,0.96,5.33,x
8629,0.18,5.56,z
8630,0.63,4.76,x
8631,0.96,6.33,z
8632,0.15,6.58,y
8633,0.43,3.48,x
8634,0.69,4.64,z
8635,0.82,9.25,x
8636,0.37,4.77,z
8637,0.91,4.78,y
8638,0.82,3.13,y
8639,0.37,8.23,z
8640,0.36,2.96,x
8641,0.41,2.78,x
8642,0.88,4.5,x
8643,0.61,10.33,z
8644,0.82,3.27,x
8645,0.8,8.39,y
8646,0.4,5,y
8647,0.28,3.86,x
8648,0.75,4.7,y
8649,0.26,4.82,x
8650,0.03,4.33,z
8651,0.82,3.47,z
8652,0.26,3.55,z
8653,0.75,1.87,z
8654,0.7,6.88,z
8655,0.98,4.84,z
8656,0.2,3.21,y
8657,0.8,3.99,y
8658,0.01,6.74,x
8659,0.66,5.37,y
8660,0.38,4.18,x
8661,0.13,7.19,z
8662,0.39,4.76,x
8663,0.54,5.15,z
8664,0.27,8.42,z
8665,0.74,1.01,y
8666,0.04,3.94,z
8667,0.09,4.9,z
8668,0.67,4.35,z
8669,0.07,9.31,y
8670,0.86,5.41,x
8671,0.51,8.18,z
8672,0.67,3.45,y
8673,0.85,6.39,x
8674,0.74,3.27,y
8675,0.95,7.09,y
8676,0.88,4.03,z
8677,0.87,5.13,y
8678,0.58,6.82,z
8679,0.88,3.98,z
8680,0.81,5.21,y
8681,0.74,8.43,y
8682,0.49,5.66,z
8683,0.5,7.93,y
8684,0.08,6.04,x
8685,0.61,3.45,y
8686,0.44,4.15,z
8687,0.29,5.47,x
8688,0.45,8.33,x
8689,0.5,5.4,y
8690,0.99,5.74,x
8691,0.87,7.32,y
8692,0.25,4.59,x
8693,0.37,3.61,x
8694,0.74,7.81,y
8695,0.25,5.62,z
8696,0.39,3.35,y
8697,0.18,3.49,z
8698,0.24,6.18,x
8699,0.82,5.35,y
8700,0.42,5.03,z
8701,0.7,3.95,z
8702,0.91,1.59,z
8703,0.71,5.62,x
8704,0.51,2.13,y
8705,0.86,5.82,z
8706,0.13,4.05,y
8707,0.39,3.99,x
